cable_key,risk_score,max_lp_risk,landing_points,risk_tier
id-samoa-american-samoa-sas,2.366229629167839,2.366229629167839,2,4
id-exa-express,2.3554795996947773,1.745433689649869,3,4
id-aec-1,2.3438497347046052,2.3438497347046052,2,4
id-muroran-hachinohe,2.2897535973759946,2.2897535973759946,2,4
id-lake-albert-2,2.266806531708954,1.2171493216236775,2,4
id-cabo-verde-telecom-domestic-submarine-cable-phase-1,2.2515275699801323,2.2515275699801323,5,4
id-labuan-brunei-submarine-cable,2.1822784982576806,2.1822784982576806,2,4
id-cross-sound-cable,2.1774240388665165,2.1774240388665165,2,4
id-x-link-submarine-cable,2.1593215288308727,2.1593215288308727,2,4
id-ulysses-2,2.127818673322033,2.127818673322033,2,4
id-scylla,2.127818673322033,2.127818673322033,2,4
id-lake-albert-1,2.0977516893976222,1.1347053591269116,2,4
id-no-uk,1.9741694542449437,1.9741694542449437,2,4
id-havhingstennorth-sea-connect-nsc,1.9741694542449437,1.9741694542449437,2,4
id-solas,1.9363041433743626,1.9363041433743626,2,4
id-germany-denmark-3,1.838520019095655,1.5184671471122921,2,4
id-taihei,1.8104061058305514,1.8104061058305514,2,4
id-mishima-village,1.7580183368197437,1.716457287988808,4,4
id-biznet-nusantara-cable-system-1-bncs-1,1.714698506047145,0.9233938777754804,4,4
id-patara-2,1.5617538958712243,1.4509704993118295,3,4
id-pencan-8,1.5553111633764942,1.5553111633764942,2,4
id-globalconnect-kpn,1.5519973109482832,1.5184671471122921,2,4
id-elektra-globalconnect-1-gc1,1.5519973109482832,1.5184671471122921,2,4
id-baltica,1.5184671471122921,1.5184671471122921,4,4
id-amitie,1.5046840617036445,0.7436935728146241,3,4
id-uae-iran,1.4908718116044857,1.4908718116044857,2,4
id-turcyos-1,1.474152152765138,1.474152152765138,2,4
id-columbus-ii-b,1.3722709505243091,1.3722709505243091,2,4
id-cabo-verde-telecom-domestic-submarine-cable-phase-2,1.2950069811520306,1.2950069811520306,3,4
id-farland-north,1.2373315313602442,1.2373315313602442,2,4
id-fly-lion3,1.08441891665922,1.0019389271841042,2,4
id-sovetskaya-gavan-ilyinskoye,1.0707908610370829,1.0707908610370829,2,4
id-link-5-phase-2,1.0502854965291573,0.5427640328034412,2,4
id-fish-north,0.9772034819152169,0.5102165652276431,2,4
id-fish-west,0.8097938669010613,0.46698691668757375,4,4
id-energy-bridge-cable,0.7117288653972509,0.43529946000308495,2,4
id-hawaiian-islands-fiber-link-hifl,0.697219615600486,0.697219615600486,6,4
id-kerch-strait-cable,0.6932763874077674,0.43529946000308495,2,4
id-hantru1-cable-system,0.6677745526348232,0.6677745526348232,4,4
id-nuvem,0.6505616706475459,0.6505616706475459,4,4
id-uk-channel-islands-8,0.6188904408402583,0.6188904408402583,2,4
id-kodiak-kenai-fiber-link-kkfl,0.5511149466280147,0.5511149466280147,6,3
id-acs-alaska-oregon-network-akorn,0.5511149466280147,0.5511149466280147,4,3
id-rnne-rdvig,0.5458082116046319,0.5458082116046319,2,3
id-link-4-phase-2,0.5427640328034412,0.5427640328034412,2,3
id-png-lng,0.5369801618837505,0.5369801618837505,2,3
id-trapani-kelibia-2-keltra-2,0.5195649178681947,0.5195649178681947,2,3
id-hannibal-system,0.5195649178681947,0.5195649178681947,2,3
id-didon,0.5195649178681947,0.5195649178681947,2,3
id-northstar,0.5102165652276431,0.5102165652276431,4,3
id-konstanz-friedrichshafen,0.47902446203313287,0.4457936937973098,2,3
id-konstanz-meersburg,0.4457936937973098,0.4457936937973098,2,3
id-libreville-port-gentil-cable,0.401246707540592,0.401246707540592,2,3
id-italy-greece-1-ig-1,0.39671409438243255,0.30492496310729267,2,3
id-shefa-2,0.3280333986285001,0.3280333986285001,7,3
id-galapagos-cable-system,0.31746897804130336,0.31746897804130336,4,3
id-isles-of-scilly-cable,0.30842409144646843,0.30842409144646843,2,3
id-high-capacity-undersea-guernsey-optical-fibre-hugo,0.30842409144646843,0.30842409144646843,4,3
id-mandji-fiber-optic-cable,0.290402018434481,0.15036013105642013,2,3
id-almera-melilla-alme,0.28141141638200656,0.28141141638200656,2,3
id-roquetas-melilla-cam,0.28141141638200656,0.28141141638200656,2,3
id-oteglobe-kokkini-bari,0.2702676661036516,0.2702676661036516,2,3
id-uk-channel-islands-7,0.24408513066696505,0.24408513066696505,2,3
id-channel-islands-9-liberty-submarine-cable,0.2434322308533576,0.2434322308533576,2,3
id-haikou-beihai-cable,0.21704419949333503,0.21704419949333503,2,3
id-sakhalin-kuril-islands-cable,0.13161389211608684,0.13161389211608684,4,3
id-ulleung-mainland-2,0.10393501050477132,0.10393501050477132,2,3
id-fibre-in-gulf-fig,0.0760408246493044,0.05398344289433977,7,3
id-tampnet-north,0.051404217708285314,0.051404217708285314,3,3
id-pasuli,0.0456001872606259,0.0456001872606259,2,3
id-sumatera-bangka-cable-system-sbcs,0.0456001872606259,0.0456001872606259,2,3
id-c-lion1,0.033530163835990986,0.033530163835990986,3,3
id-tenerife-la-palma,0.0,0.0,2,1
id-coral-bridge,0.0,0.0,2,1
id-far-east-submarine-cable-system,0.0,0.0,3,1
id-alaska-united-west-au-west,0.0,0.0,3,1
id-farice-1,0.0,0.0,3,1
id-transcan-3,0.0,0.0,2,1
id-danica-north,0.0,0.0,2,1
id-dalian-yantai-cable,0.0,0.0,2,1
id-daito-loop,0.0,0.0,2,1
id-cyclades-b,0.0,0.0,3,1
id-taba-aqaba,0.0,0.0,2,1
id-tverrlinken,0.0,0.0,4,1
id-bt-highlands-and-islands-submarine-cable-system,0.0,0.0,40,1
id-fibra-optica-austral,0.0,0.0,4,1
id-unisur,0.0,0.0,2,1
id-sweden-latvia,0.0,0.0,3,1
id-vaka,0.0,0.0,1,1
id-terra-sw,0.0,0.0,11,1
id-cogim,0.0,0.0,2,1
id-sweden-estonia-ee-s-1,0.0,0.0,3,1
id-cobracable,0.0,0.0,2,1
id-svalbard-undersea-cable-system,0.0,0.0,2,1
id-vstervik-visby,0.0,0.0,2,1
id-caribbean-bermuda-u-s-cbus,0.0,0.0,2,1
id-sunoque-iii,0.0,0.0,2,1
id-sunoque-ii,0.0,0.0,2,1
id-cantat-3,0.0,0.0,4,1
id-sunoque-i,0.0,0.0,2,1
id-candalta,0.0,0.0,2,1
id-calvi-st-florent,0.0,0.0,2,1
id-alonso-de-ojeda,0.0,0.0,2,1
id-subcan-link-2,0.0,0.0,2,1
id-alaska-united-turnagain-arm-auta,0.0,0.0,2,1
id-transcan-2,0.0,0.0,4,1
id-tampnet-south,0.0,0.0,2,1
id-darwin-jakarta-singapore-cable-djsc,0.0,0.0,1,1
id-tenerife-gran-canaria,0.0,0.0,2,1
id-bosun,0.0,0.0,2,1
id-east-micronesia-cable-system-emcs,0.0,0.0,4,1
id-tegopa,0.0,0.0,3,1
id-botnia,0.0,0.0,2,1
id-bodo-rost-cable,0.0,0.0,2,1
id-tautira-teahupoo,0.0,0.0,2,1
id-e-finest,0.0,0.0,2,1
id-dunant,0.0,0.0,2,1
id-dumai-melaka-cable-system-dmcs,0.0,0.0,2,1
id-eastern-light-sweden-finland-i,0.0,0.0,4,1
id-airraq,0.0,0.0,5,1
id-eastern-light-sweden-finland-ii,0.0,0.0,4,1
id-finland-estonia-2-eesf-2,0.0,0.0,2,1
id-tobrok-emasaed-cable-system,0.0,0.0,2,1
id-eaufon-1,0.0,0.0,5,1
id-tokelau-submarine-cable,0.0,0.0,3,1
id-eaufon-2,0.0,0.0,6,1
id-eaufon-3,0.0,0.0,7,1
id-domestic-submarine-cable-of-maldives-dscom,0.0,0.0,8,1
id-energinet-laeso-varberg,0.0,0.0,2,1
id-tonga-domestic-cable-extension-tdce,0.0,0.0,3,1
id-energinet-lyngsa-laeso,0.0,0.0,2,1
id-dhiraagu-cable-network,0.0,0.0,8,1
id-tarakan-selor-cable-system-tscs,0.0,0.0,2,1
id-eviny-digital,0.0,0.0,3,1
id-denmark-sweden-18,0.0,0.0,2,1
id-tanjung-pandan-sungai-kakap,0.0,0.0,2,1
id-denmark-sweden-17,0.0,0.0,2,1
id-subcan-link-1,0.0,0.0,2,1
id-melita-1,0.0,0.0,2,1
id-sto-hel-one,0.0,0.0,4,1
id-kangaroo-island-2,0.0,0.0,2,1
id-lanis-3,0.0,0.0,2,1
id-lanis-2,0.0,0.0,2,1
id-lake-michigan-crossing-peninsula-and-island-connection,0.0,0.0,3,1
id-oskarshamn-visby,0.0,0.0,2,1
id-aurora,0.0,0.0,12,1
id-la-gomera-el-hierro,0.0,0.0,2,1
id-kingisepp-kaliningrad-system-baltika,0.0,0.0,2,1
id-ketchcan1-submarine-fiber-cable-system,0.0,0.0,2,1
id-kattegat-2,0.0,0.0,4,1
id-au-aleutian,0.0,0.0,14,1
id-jerry-newton,0.0,0.0,2,1
id-st-thomas-st-croix-system,0.0,0.0,7,1
id-pencan-9,0.0,0.0,2,1
id-persona,0.0,0.0,2,1
id-petropavlovsk-kamchatsky---anadyr,0.0,0.0,3,1
id-baltic-sea-submarine-cable,0.0,0.0,3,1
id-bass-strait-1,0.0,0.0,2,1
id-picot-1,0.0,0.0,3,1
id-bass-strait-2,0.0,0.0,2,1
id-basslink,0.0,0.0,2,1
id-atisa,0.0,0.0,4,1
id-polar-circle-cable,0.0,0.0,7,1
id-oman-australia-cable-oac,0.0,0.0,5,1
id-latvia-sweden-1-lv-se-1,0.0,0.0,2,1
id-lic-lin-lamp,0.0,0.0,3,1
id-ogasawara-cable-network,0.0,0.0,3,1
id-azores-fiber-optic-system-afos,0.0,0.0,7,1
id-bahamas-2,0.0,0.0,3,1
id-mariana-guam-cable,0.0,0.0,4,1
id-marea,0.0,0.0,2,1
id-n0r5ke-viking,0.0,0.0,16,1
id-n0r5ke-viking-2,0.0,0.0,16,1
id-nationwide-submarine-cable-ooredoo-maldives-nascom,0.0,0.0,6,1
id-natitua,0.0,0.0,11,1
id-natitua-sud,0.0,0.0,3,1
id-malta-italy-interconnector,0.0,0.0,2,1
id-malta-gozo-cable,0.0,0.0,2,1
id-ningbo-zhoushan-cable,0.0,0.0,2,1
id-nome-to-homer-express-nthe,0.0,0.0,7,1
id-nordbalt,0.0,0.0,2,1
id-norfest,0.0,0.0,10,1
id-norte-conectado-infovia-00,0.0,0.0,5,1
id-lynn-canal-fiber,0.0,0.0,3,1
id-norte-conectado-infovia-03,0.0,0.0,8,1
id-norte-conectado-infovia-04,0.0,0.0,4,1
id-north-west-cable-system,0.0,0.0,3,1
id-northern-lights,0.0,0.0,2,1
id-isle-au-haut-cable,0.0,0.0,2,1
id-projeto-amaznia-conectada-pac-02,0.0,0.0,5,1
id-ingrid,0.0,0.0,4,1
id-apocs-2,0.0,0.0,4,1
id-anjana,0.0,0.0,2,1
id-groote-eylandt,0.0,0.0,2,1
id-segunda-fos-canal-de-chacao,0.0,0.0,2,1
id-groix-4,0.0,0.0,2,1
id-greenland-connect-north,0.0,0.0,4,1
id-minoas-east-and-west,0.0,0.0,2,1
id-go-1-mediterranean-cable-system,0.0,0.0,2,1
id-sirius-north,0.0,0.0,2,1
id-globalconnect-denmark-sweden,0.0,0.0,2,1
id-globalconnect-2-gc2,0.0,0.0,2,1
id-skagenfiber-west,0.0,0.0,2,1
id-gc-lnz-fu-ring,0.0,0.0,6,1
id-flores-corvo-cable-system,0.0,0.0,4,1
id-bicentenario,0.0,0.0,2,1
id-south-atlantic-inter-link-sail,0.0,0.0,2,1
id-amerigo-vespucci,0.0,0.0,2,1
id-americas-i-north,0.0,0.0,2,1
id-finland-estonia-connection-2-fec-2,0.0,0.0,2,1
id-finland-estonia-connection-1-fec-1,0.0,0.0,2,1
id-finland-estonia-3-eesf-3,0.0,0.0,2,1
id-st-pierre-and-miquelon-cable,0.0,0.0,4,1
id-apocs-1,0.0,0.0,2,1
id-sealink-south,0.0,0.0,3,1
id-quintillion-subsea-cable-network,0.0,0.0,6,1
id-sealink,0.0,0.0,3,1
id-r100-north,0.0,0.0,31,1
id-bcs-east,0.0,0.0,2,1
id-red2med,0.0,0.0,4,1
id-iceni,0.0,0.0,2,1
id-bcs-east-west-interlink,0.0,0.0,2,1
id-hronn,0.0,0.0,3,1
id-ruppione-isolella,0.0,0.0,2,1
id-hokkaido-rebun-rishiri,0.0,0.0,3,1
id-saba-statia-cable-system-sscs,0.0,0.0,5,1
id-bcs-north---phase-1,0.0,0.0,5,1
id-havsil,0.0,0.0,2,1
id-sarco,0.0,0.0,2,1
id-bcs-north---phase-2,0.0,0.0,3,1
id-scandinavian-ring-north,0.0,0.0,2,1
id-scandinavian-ring-south,0.0,0.0,2,1
id-scotland-northern-ireland-3,0.0,0.0,2,1
id-scotland-northern-ireland-4,0.0,0.0,2,1
id-arctic-way,0.0,0.0,3,1
id-gulf2africa-g2a,0.0,0.0,3,1
id-sea2shore,0.0,0.0,2,1
id-guernsey-jersey-4,0.0,0.0,2,1
id-silphium,0.0,0.0,2,1
