,score,tier
id-groote-eylandt,0.0,1
id-arsat-submarine-fiber-optic-cable,0.0,1
id-tt-1,0.0,1
id-iris,0.0,1
id-vaka,0.0,1
id-tenerife-gran-canaria,0.0,1
id-java-bali-cable-system-jbcs,0.0,1
id-isle-au-haut-cable,0.0,1
id-far-east-submarine-cable-system,0.0,1
id-minoas-east-and-west,0.0,1
id-danica-north,0.0,1
id-denmark-sweden-18,0.0,1
id-denmark-sweden-17,0.0,1
id-hokkaido-rebun-rishiri,0.0,1
id-rompin-tioman-island,0.0,1
id-romulo,0.0,1
id-ruppione-isolella,0.0,1
id-darwin-jakarta-singapore-cable-djsc,0.0,1
id-dalian-yantai-cable,0.0,1
id-ionian,0.0,1
id-sakhalin-kuril-islands-cable,0.0,1
id-sarco,0.0,1
id-crosslake-fibre,0.0,1
id-crosschannel-fibre,0.0,1
id-cross-straits-cable-network-cscn,0.0,1
id-cross-sound-cable,0.0,1
id-scandinavian-ring-north,0.0,1
id-jalapati,0.0,1
id-link-2-phase-1,0.0,1
id-northern-lights,0.0,1
id-dos-continentes-l-ll,0.0,1
id-farice-1,0.0,1
id-les-dhyres-cable,0.0,1
id-padang-tua-pejat,0.0,1
id-lazaro-cardenas-manzanillo-santiago-submarine-cable-system-lcmsscs,0.0,1
id-farland-north,0.0,1
id-lanis-3,0.0,1
id-fehmarn-blt,0.0,1
id-persona,0.0,1
id-east-west,0.0,1
id-lake-tanganyika,0.0,1
id-lake-michigan-crossing-peninsula-and-island-connection,0.0,1
id-picot-1,0.0,1
id-lake-michigan-chicago-crossing,0.0,1
id-lake-albert-2,0.0,1
id-lake-albert-1,0.0,1
id-scandinavian-ring-south,0.0,1
id-scotland-northern-ireland-3,0.0,1
id-scotland-northern-ireland-4,0.0,1
id-bridge-one,0.0,1
id-st-thomas-st-croix-system,0.0,1
id-sto-hel-one,0.0,1
id-strategic-evolution-underwater-link-seul,0.0,1
id-subcan-link-1,0.0,1
id-subcan-link-2,0.0,1
id-flag-atlantic-1-fa-1,0.0,1
id-sunoque-i,0.0,1
id-sunoque-ii,0.0,1
id-sunoque-iii,0.0,1
id-botnia,0.0,1
id-fos-quellon-chacabuco,0.0,1
id-muroran-hachinohe,0.0,1
id-geo-eirgrid,0.0,1
id-mishima-village,0.0,1
id-besut-perhentian-islands,0.0,1
id-st-pierre-and-miquelon-cable,0.0,1
id-bt-highlands-and-islands-submarine-cable-system,0.0,1
id-corse-continent-4-cc4,0.0,1
id-okinawa-cellular-cable,0.0,1
id-nordbalt,0.0,1
id-cook-strait,0.0,1
id-cogim,0.0,1
id-circe-south,0.0,1
id-segunda-fos-canal-de-chacao,0.0,1
id-hronn,0.0,1
id-kingisepp-kaliningrad-system-baltika,0.0,1
id-shefa-2,0.0,1
id-iceni,0.0,1
id-ningbo-zhoushan-cable,0.0,1
id-sir-abu-nuayr-cable,0.0,1
id-sirius-north,0.0,1
id-nelson-levin,0.0,1
id-kangaroo-island-2,0.0,1
id-calvi-st-florent,0.0,1
id-sea2shore,0.0,1
