cable_key,risk_score,max_lp_risk,landing_points,risk_tier,importance_score,importance_tier,base_cost,baseline_material,baseline_reliability_tier,baseline_failure_factor,baseline_expected_cost,importance_material,importance_reliability_tier,importance_failure_factor,importance_expected_cost,sensitivity_material,sensitivity_reliability_tier,sensitivity_failure_factor,sensitivity_expected_cost,combined_material,combined_reliability_tier,combined_failure_factor,combined_expected_cost
id-mednautilus-submarine-system,37.660803543966736,10.843857097577605,7,9,0.001875189798414,6,7000000,Stainless_steel,6,0.5,3150000.0,Nickel_superalloys,8,0.3,1890000.0,Nickel_superalloys,8,0.3,1890000.0,CFRP,10,0.1,630000.0
id-globenet,37.442152180975285,30.203182496939053,7,9,0.0053278358954557,8,7000000,Stainless_steel,6,0.5,3150000.0,Titanium_alloys,9,0.2,1260000.0,Titanium_alloys,9,0.2,1260000.0,CFRP,10,0.1,630000.0
id-india-europe-xpress-iex,37.14349272999519,11.202855108498106,11,9,0.0041353837710671,7,11000000,Stainless_steel,6,0.5,4950000.0,Titanium_alloys,9,0.2,1980000.0,Titanium_alloys,9,0.2,1980000.0,CFRP,10,0.1,990000.0
id-thailand-domestic-submarine-cable-network-tdscn,37.01964063723763,18.97598279034445,5,9,0.0035861450267029,7,5000000,Stainless_steel,6,0.5,2250000.0,Titanium_alloys,9,0.2,900000.0,Titanium_alloys,9,0.2,900000.0,CFRP,10,0.1,450000.0
id-miyazaki-okinawa-cable-moc,36.0707673057241,26.82647654749933,2,9,0.0059026294361007,8,2000000,Stainless_steel,6,0.5,900000.0,Titanium_alloys,9,0.2,360000.0,Titanium_alloys,9,0.2,360000.0,CFRP,10,0.1,180000.0
id-smpcs-packet-1,35.828893900460734,10.907917934452184,12,9,0.0043234444006906,7,12000000,Stainless_steel,6,0.5,5400000.0,Titanium_alloys,9,0.2,2160000.0,Titanium_alloys,9,0.2,2160000.0,CFRP,10,0.1,1080000.0
id-eagle,35.81399787518601,35.7393586858152,3,9,0.0061252260318767,8,3000000,Stainless_steel,6,0.5,1350000.0,Titanium_alloys,9,0.2,540000.0,Titanium_alloys,9,0.2,540000.0,CFRP,10,0.1,270000.0
id-italy-albania,35.7393586858152,35.7393586858152,2,9,0.0024121918168629,7,2000000,Stainless_steel,6,0.5,900000.0,Titanium_alloys,9,0.2,360000.0,Titanium_alloys,9,0.2,360000.0,CFRP,10,0.1,180000.0
id-mist,35.19352912804524,11.364969505366393,5,9,0.011678417729778,9,5000000,Stainless_steel,6,0.5,2250000.0,CFRP,10,0.1,450000.0,CFRP,10,0.1,450000.0,CFRP,10,0.1,450000.0
id-national-digital-transmission-network-ndtn,35.145742972570645,15.39015239782002,4,9,0.0001803546516778,4,4000000,Stainless_steel,6,0.5,1800000.0,GFRP,7,0.4,1440000.0,GFRP,7,0.4,1440000.0,CFRP,10,0.1,360000.0
id-arimao,34.90071440871271,29.10293006347684,2,9,2.882753236899472e-07,2,2000000,Stainless_steel,6,0.5,900000.0,Stainless_steel,6,0.5,900000.0,Stainless_steel,6,0.5,900000.0,CFRP,10,0.1,180000.0
id-seabras-1,34.66991484122689,23.55506967695464,2,9,0.0277295156840033,10,2000000,Stainless_steel,6,0.5,900000.0,CFRP,10,0.1,180000.0,CFRP,10,0.1,180000.0,CFRP,10,0.1,180000.0
id-mainone,34.63782623948989,12.081840988883966,5,9,0.0053816198344184,8,5000000,Stainless_steel,6,0.5,2250000.0,Titanium_alloys,9,0.2,900000.0,Titanium_alloys,9,0.2,900000.0,CFRP,10,0.1,450000.0
id-thailand-indonesia-singapore-tis,34.597951865291286,18.97598279034445,3,9,0.0220064897822093,10,3000000,Stainless_steel,6,0.5,1350000.0,CFRP,10,0.1,270000.0,CFRP,10,0.1,270000.0,CFRP,10,0.1,270000.0
id-guam-okinawa-kyushu-incheon-goki,34.457169418813564,26.82647654749933,3,9,0.0070558268226351,8,3000000,Stainless_steel,6,0.5,1350000.0,Titanium_alloys,9,0.2,540000.0,Titanium_alloys,9,0.2,540000.0,CFRP,10,0.1,270000.0
id-trans-pacific-express-tpe-cable-system,34.25048619534772,19.11875120672456,6,9,0.0107245290974541,9,6000000,Stainless_steel,6,0.5,2700000.0,CFRP,10,0.1,540000.0,CFRP,10,0.1,540000.0,CFRP,10,0.1,540000.0
id-nzadi-cable-system,34.14393273951754,31.18643051186188,3,9,0.0014943231862341,6,3000000,Stainless_steel,6,0.5,1350000.0,Nickel_superalloys,8,0.3,810000.0,Nickel_superalloys,8,0.3,810000.0,CFRP,10,0.1,270000.0
id-unityeac-pacific,33.77800869574449,28.671512158560997,2,9,0.0013052530106033,6,2000000,Stainless_steel,6,0.5,900000.0,Nickel_superalloys,8,0.3,540000.0,Nickel_superalloys,8,0.3,540000.0,CFRP,10,0.1,180000.0
id-bharat-lanka-cable-system,32.643628848196926,29.04048112399377,2,9,0.0003747098749096,4,2000000,Stainless_steel,6,0.5,900000.0,GFRP,7,0.4,720000.0,GFRP,7,0.4,720000.0,CFRP,10,0.1,180000.0
id-sorsogon-samar-submarine-fiber-optical-interconnection-project-sssfoip,32.626728481019576,18.62771693276784,2,9,0.0003667630851532,4,2000000,Stainless_steel,6,0.5,900000.0,GFRP,7,0.4,720000.0,GFRP,7,0.4,720000.0,CFRP,10,0.1,180000.0
id-manta,32.13894650741681,13.751910165244372,6,9,0.0045740645609883,8,6000000,Stainless_steel,6,0.5,2700000.0,Titanium_alloys,9,0.2,1080000.0,Titanium_alloys,9,0.2,1080000.0,CFRP,10,0.1,540000.0
id-sint-maarten-puerto-rico-network-one-smpr-1,31.399341493863695,31.399341493863695,3,9,0.0005435911687046,4,3000000,Stainless_steel,6,0.5,1350000.0,GFRP,7,0.4,1080000.0,GFRP,7,0.4,1080000.0,CFRP,10,0.1,270000.0
id-les-dhyres-cable,31.067840968269937,7.698897415733475,5,9,0.0,1,5000000,Stainless_steel,6,0.5,2250000.0,Stainless_steel,6,0.5,2250000.0,Stainless_steel,6,0.5,2250000.0,CFRP,10,0.1,450000.0
id-dhiraagu-slt-submarine-cable-network,30.90981727420907,30.90981727420907,2,8,0.0005125535255207,4,2000000,Stainless_steel,6,0.5,800000.0,GFRP,7,0.4,640000.0,GFRP,7,0.4,640000.0,Titanium_alloys,9,0.2,320000.0
id-gulf-bridge-international-cable-systemmiddle-east-north-africa-cable-system-gbicsmena,30.9069026559382,14.198764944313178,9,8,0.0040561619266836,7,9000000,Stainless_steel,6,0.5,3600000.0,Titanium_alloys,9,0.2,1440000.0,Titanium_alloys,9,0.2,1440000.0,Titanium_alloys,9,0.2,1440000.0
id-south-pacific-cable-system-spcsmistral,30.488854937486416,15.334136860834024,5,8,0.0068540629235845,8,5000000,Stainless_steel,6,0.5,2000000.0,Titanium_alloys,9,0.2,800000.0,Titanium_alloys,9,0.2,800000.0,Titanium_alloys,9,0.2,800000.0
id-cook-strait,30.47210935957572,17.390517943254537,2,8,0.0,1,2000000,Stainless_steel,6,0.5,800000.0,Stainless_steel,6,0.5,800000.0,Stainless_steel,6,0.5,800000.0,Titanium_alloys,9,0.2,320000.0
id-emc-west-1,30.039836732757426,8.978922431298228,5,8,0.001888664610687,6,5000000,Stainless_steel,6,0.5,2000000.0,Nickel_superalloys,8,0.3,1200000.0,Nickel_superalloys,8,0.3,1200000.0,Titanium_alloys,9,0.2,800000.0
id-transworld-tw1,29.12648604523992,27.63561423363544,3,8,0.0128716373404179,10,3000000,Stainless_steel,6,0.5,1200000.0,CFRP,10,0.1,240000.0,CFRP,10,0.1,240000.0,Titanium_alloys,9,0.2,480000.0
id-med-cable-network,29.123161945860964,24.71324238479803,4,8,0.0041790072528149,7,4000000,Stainless_steel,6,0.5,1600000.0,Titanium_alloys,9,0.2,640000.0,Titanium_alloys,9,0.2,640000.0,Titanium_alloys,9,0.2,640000.0
id-kanawa,29.10293006347684,29.10293006347684,2,8,2.882753236899472e-07,2,2000000,Stainless_steel,6,0.5,800000.0,Stainless_steel,6,0.5,800000.0,Stainless_steel,6,0.5,800000.0,Titanium_alloys,9,0.2,320000.0
id-maldives-sri-lanka-cable-msc,29.04048112399377,29.04048112399377,2,8,0.0055851422129436,8,2000000,Stainless_steel,6,0.5,800000.0,Titanium_alloys,9,0.2,320000.0,Titanium_alloys,9,0.2,320000.0,Titanium_alloys,9,0.2,320000.0
id-confluence-1,27.832475165933413,23.55506967695464,5,8,0.0184662542023335,10,5000000,Stainless_steel,6,0.5,2000000.0,CFRP,10,0.1,400000.0,CFRP,10,0.1,400000.0,Titanium_alloys,9,0.2,800000.0
id-maya-1,27.785037234377484,7.255774096082344,7,8,0.0043463064641787,8,7000000,Stainless_steel,6,0.5,2800000.0,Titanium_alloys,9,0.2,1120000.0,Titanium_alloys,9,0.2,1120000.0,Titanium_alloys,9,0.2,1120000.0
id-alba-1,27.764391001357183,10.658096111907865,4,8,0.0006149272998461,5,4000000,Stainless_steel,6,0.5,1600000.0,Nickel_superalloys,8,0.3,960000.0,Nickel_superalloys,8,0.3,960000.0,Titanium_alloys,9,0.2,640000.0
id-faster,27.539318292197592,19.11875120672456,4,8,0.0297636296092581,10,4000000,Stainless_steel,6,0.5,1600000.0,CFRP,10,0.1,320000.0,CFRP,10,0.1,320000.0,Titanium_alloys,9,0.2,640000.0
id-yui,26.82647654749933,26.82647654749933,4,8,0.005354762183428,8,4000000,Stainless_steel,6,0.5,1600000.0,Titanium_alloys,9,0.2,640000.0,Titanium_alloys,9,0.2,640000.0,Titanium_alloys,9,0.2,640000.0
id-cambodia-hong-kong,26.821589896927044,26.736444712312867,2,8,0.0006687026591861,5,2000000,Stainless_steel,6,0.5,800000.0,Nickel_superalloys,8,0.3,480000.0,Nickel_superalloys,8,0.3,480000.0,Titanium_alloys,9,0.2,320000.0
id-bahamas-domestic-submarine-network-bdsni,26.45214162957156,26.45214162957156,15,8,0.0011258208399612,5,15000000,Stainless_steel,6,0.5,6000000.0,Nickel_superalloys,8,0.3,3600000.0,Nickel_superalloys,8,0.3,3600000.0,Titanium_alloys,9,0.2,2400000.0
id-alpal-2,26.3685548431582,21.03511040084254,2,8,2.882753236899472e-07,2,2000000,Stainless_steel,6,0.5,800000.0,Stainless_steel,6,0.5,800000.0,Stainless_steel,6,0.5,800000.0,Titanium_alloys,9,0.2,320000.0
id-kafos,26.15148871942137,10.843857097577605,4,8,0.0005615963649634,5,4000000,Stainless_steel,6,0.5,1600000.0,Nickel_superalloys,8,0.3,960000.0,Nickel_superalloys,8,0.3,960000.0,Titanium_alloys,9,0.2,640000.0
id-okinawa-cellular-cable,25.94592872710598,21.86012767029622,2,8,0.0,1,2000000,Stainless_steel,6,0.5,800000.0,Stainless_steel,6,0.5,800000.0,Stainless_steel,6,0.5,800000.0,Titanium_alloys,9,0.2,320000.0
id-bridge-one,25.661785260395582,13.616338462563805,2,8,0.0,1,2000000,Stainless_steel,6,0.5,800000.0,Stainless_steel,6,0.5,800000.0,Stainless_steel,6,0.5,800000.0,Titanium_alloys,9,0.2,320000.0
id-kitadaito-island,25.104713462858037,25.104713462858037,2,8,0.0077799744357442,9,2000000,Stainless_steel,6,0.5,800000.0,CFRP,10,0.1,160000.0,CFRP,10,0.1,160000.0,Titanium_alloys,9,0.2,320000.0
id-okinawa-miyakojima-ishigaki,25.104713462858037,25.104713462858037,3,8,0.005920406414395,8,3000000,Stainless_steel,6,0.5,1200000.0,Titanium_alloys,9,0.2,480000.0,Titanium_alloys,9,0.2,480000.0,Titanium_alloys,9,0.2,480000.0
id-tpu,24.96769901537013,16.69692736636876,5,8,0.0043074675416399,7,5000000,Stainless_steel,6,0.5,2000000.0,Titanium_alloys,9,0.2,800000.0,Titanium_alloys,9,0.2,800000.0,Titanium_alloys,9,0.2,800000.0
id-palapa-ring-east,24.58951618475194,14.00484147759538,18,8,0.001087442852887,5,18000000,Stainless_steel,6,0.5,7200000.0,Nickel_superalloys,8,0.3,4320000.0,Nickel_superalloys,8,0.3,4320000.0,Titanium_alloys,9,0.2,2880000.0
id-apollo,24.44737400723665,21.41846125962124,4,8,0.0248645754598135,10,4000000,Stainless_steel,6,0.5,1600000.0,CFRP,10,0.1,320000.0,CFRP,10,0.1,320000.0,Titanium_alloys,9,0.2,640000.0
id-interchange-cable-network-1-icn1,24.348911382212,17.757070355929642,2,8,0.011993310475022,9,2000000,Stainless_steel,6,0.5,800000.0,CFRP,10,0.1,160000.0,CFRP,10,0.1,160000.0,Titanium_alloys,9,0.2,320000.0
id-tata-tgn-atlantic-south,24.28668746125479,23.55506967695464,2,8,0.0440700180402697,10,2000000,Stainless_steel,6,0.5,800000.0,CFRP,10,0.1,160000.0,CFRP,10,0.1,160000.0,Titanium_alloys,9,0.2,320000.0
id-minamidaito-island,23.94476925577718,23.94476925577718,2,8,0.0063078484494342,8,2000000,Stainless_steel,6,0.5,800000.0,Titanium_alloys,9,0.2,320000.0,Titanium_alloys,9,0.2,320000.0,Titanium_alloys,9,0.2,320000.0
id-havfrueaec-2,23.55506967695464,23.55506967695464,4,8,0.0272980516047422,10,4000000,Stainless_steel,6,0.5,1600000.0,CFRP,10,0.1,320000.0,CFRP,10,0.1,320000.0,Titanium_alloys,9,0.2,640000.0
id-sistem-kabel-rakyat-1malaysia-skr1m,22.55850634473708,9.229608788681244,6,8,0.0011596515507258,5,6000000,Stainless_steel,6,0.5,2400000.0,Nickel_superalloys,8,0.3,1440000.0,Nickel_superalloys,8,0.3,1440000.0,Titanium_alloys,9,0.2,960000.0
id-penbal-4,21.474010648592813,14.4580193346017,3,8,0.0007491795203828,5,3000000,Stainless_steel,6,0.5,1200000.0,Nickel_superalloys,8,0.3,720000.0,Nickel_superalloys,8,0.3,720000.0,Titanium_alloys,9,0.2,480000.0
id-gemini-bermuda,21.41846125962124,21.41846125962124,2,8,0.0012808793319853,5,2000000,Stainless_steel,6,0.5,800000.0,Nickel_superalloys,8,0.3,480000.0,Nickel_superalloys,8,0.3,480000.0,Titanium_alloys,9,0.2,320000.0
id-emc-west-2,20.115905514296216,9.274811547507042,4,8,0.0036529047870808,7,4000000,Stainless_steel,6,0.5,1600000.0,Titanium_alloys,9,0.2,640000.0,Titanium_alloys,9,0.2,640000.0,Titanium_alloys,9,0.2,640000.0
id-cat-submarine-network-csn,20.037323257209778,18.97598279034445,2,8,0.0089653625667573,9,2000000,Stainless_steel,6,0.5,800000.0,CFRP,10,0.1,160000.0,CFRP,10,0.1,160000.0,Titanium_alloys,9,0.2,320000.0
id-safe,19.90640993558622,7.989368913970559,6,8,0.0030136542567983,7,6000000,Stainless_steel,6,0.5,2400000.0,Titanium_alloys,9,0.2,960000.0,Titanium_alloys,9,0.2,960000.0,Titanium_alloys,9,0.2,960000.0
id-taiwan-strait-express-1-tse-1,19.785942691236023,19.11875120672456,2,8,0.0063859902805091,8,2000000,Stainless_steel,6,0.5,800000.0,Titanium_alloys,9,0.2,320000.0,Titanium_alloys,9,0.2,320000.0,Titanium_alloys,9,0.2,320000.0
id-maroc-telecom-west-africa,19.67485830964723,12.081840988883966,6,8,0.0021706090879628,6,6000000,Stainless_steel,6,0.5,2400000.0,Nickel_superalloys,8,0.3,1440000.0,Nickel_superalloys,8,0.3,1440000.0,Titanium_alloys,9,0.2,960000.0
id-balalink,19.63118708958149,14.4580193346017,2,8,0.0011237692805743,5,2000000,Stainless_steel,6,0.5,800000.0,Nickel_superalloys,8,0.3,480000.0,Nickel_superalloys,8,0.3,480000.0,Titanium_alloys,9,0.2,320000.0
id-bulikula,19.24965554168542,12.657814515403064,7,8,0.0149906806078809,10,7000000,Stainless_steel,6,0.5,2800000.0,CFRP,10,0.1,560000.0,CFRP,10,0.1,560000.0,Titanium_alloys,9,0.2,1120000.0
id-seax-1,19.16932629292717,9.593249307641026,3,8,0.012043848342324,9,3000000,Stainless_steel,6,0.5,1200000.0,CFRP,10,0.1,240000.0,CFRP,10,0.1,240000.0,Titanium_alloys,9,0.2,480000.0
id-lfon-libyan-fiber-optic-network,19.162906107185997,15.832645530075643,13,8,0.0007596720029977,5,13000000,Stainless_steel,6,0.5,5200000.0,Nickel_superalloys,8,0.3,3120000.0,Nickel_superalloys,8,0.3,3120000.0,Titanium_alloys,9,0.2,2080000.0
id-sjjk,18.66714816752216,14.06835096732345,5,8,0.0005577781583012,4,5000000,Stainless_steel,6,0.5,2000000.0,GFRP,7,0.4,1600000.0,GFRP,7,0.4,1600000.0,Titanium_alloys,9,0.2,800000.0
id-pan-american-crossing-pac,18.32020545630744,8.311124076843198,5,8,0.0114467212429509,9,5000000,Stainless_steel,6,0.5,2000000.0,CFRP,10,0.1,400000.0,CFRP,10,0.1,400000.0,Titanium_alloys,9,0.2,800000.0
id-apollo-east-and-west,18.159058046489967,11.5695517228451,2,8,0.0003749741272896,4,2000000,Stainless_steel,6,0.5,800000.0,GFRP,7,0.4,640000.0,GFRP,7,0.4,640000.0,Titanium_alloys,9,0.2,320000.0
id-carnival-submarine-network-1-csn-1,17.822099392440407,8.166353214179747,6,8,0.0017254959728898,6,6000000,Stainless_steel,6,0.5,2400000.0,Nickel_superalloys,8,0.3,1440000.0,Nickel_superalloys,8,0.3,1440000.0,Titanium_alloys,9,0.2,960000.0
id-tamtam,17.757070355929642,17.757070355929642,2,8,0.0001521132791337,4,2000000,Stainless_steel,6,0.5,800000.0,GFRP,7,0.4,640000.0,GFRP,7,0.4,640000.0,Titanium_alloys,9,0.2,320000.0
id-venezuelan-festoon,17.623447921315318,6.759521047502115,12,8,0.0013229074718849,6,12000000,Stainless_steel,6,0.5,4800000.0,Nickel_superalloys,8,0.3,2880000.0,Nickel_superalloys,8,0.3,2880000.0,Titanium_alloys,9,0.2,1920000.0
id-thetis,17.578750954589964,5.599615515114936,20,8,1.6431693450326991e-06,3,20000000,Stainless_steel,6,0.5,8000000.0,GFRP,7,0.4,6400000.0,GFRP,7,0.4,6400000.0,Titanium_alloys,9,0.2,3200000.0
id-insica,17.514395462385707,11.364969505366393,2,8,0.0139784223998382,10,2000000,Stainless_steel,6,0.5,800000.0,CFRP,10,0.1,160000.0,CFRP,10,0.1,160000.0,Titanium_alloys,9,0.2,320000.0
id-umo,17.482014724036336,11.364969505366393,2,8,0.0134888828543254,10,2000000,Stainless_steel,6,0.5,800000.0,CFRP,10,0.1,160000.0,CFRP,10,0.1,160000.0,Titanium_alloys,9,0.2,320000.0
id-pgascom,17.021686294791685,10.34907787771056,3,8,0.0123097150641857,9,3000000,Stainless_steel,6,0.5,1200000.0,CFRP,10,0.1,240000.0,CFRP,10,0.1,240000.0,Titanium_alloys,9,0.2,480000.0
id-whidbey-island-seattle,16.868728298650414,12.122865758904574,2,8,1.1531012947597888e-06,3,2000000,Stainless_steel,6,0.5,800000.0,GFRP,7,0.4,640000.0,GFRP,7,0.4,640000.0,Titanium_alloys,9,0.2,320000.0
id-lake-tanganyika,16.84335338337435,15.461817872281426,2,8,0.0,1,2000000,Stainless_steel,6,0.5,800000.0,Stainless_steel,6,0.5,800000.0,Stainless_steel,6,0.5,800000.0,Titanium_alloys,9,0.2,320000.0
id-russia-japan-cable-network-rjcn,16.76334724049295,16.76334724049295,2,8,2.882753236899472e-06,3,2000000,Stainless_steel,6,0.5,800000.0,GFRP,7,0.4,640000.0,GFRP,7,0.4,640000.0,Titanium_alloys,9,0.2,320000.0
id-awashima-murakami,16.664539041153013,9.100564996617107,2,8,0.0,1,2000000,Stainless_steel,6,0.5,800000.0,Stainless_steel,6,0.5,800000.0,Stainless_steel,6,0.5,800000.0,Titanium_alloys,9,0.2,320000.0
id-raman,16.65882436264391,11.202855108498106,6,8,0.0059072898871671,8,6000000,Stainless_steel,6,0.5,2400000.0,Titanium_alloys,9,0.2,960000.0,Titanium_alloys,9,0.2,960000.0,Titanium_alloys,9,0.2,960000.0
id-romulo,16.63336180498154,12.413733807657248,2,8,0.0,1,2000000,Stainless_steel,6,0.5,800000.0,Stainless_steel,6,0.5,800000.0,Stainless_steel,6,0.5,800000.0,Titanium_alloys,9,0.2,320000.0
id-monet,16.50464119798272,12.228992981805018,3,8,0.0089177170618697,9,3000000,Stainless_steel,6,0.5,1200000.0,CFRP,10,0.1,240000.0,CFRP,10,0.1,240000.0,Titanium_alloys,9,0.2,480000.0
id-tikal-amx3,15.978065848218913,10.12427017403888,3,8,0.0050221885516644,8,3000000,Stainless_steel,6,0.5,1200000.0,Titanium_alloys,9,0.2,480000.0,Titanium_alloys,9,0.2,480000.0,Titanium_alloys,9,0.2,480000.0
id-nongsa-changi,15.853428081559024,9.158920243317862,2,8,0.0010319295670354,5,2000000,Stainless_steel,6,0.5,800000.0,Nickel_superalloys,8,0.3,480000.0,Nickel_superalloys,8,0.3,480000.0,Titanium_alloys,9,0.2,320000.0
id-andromeda,15.67262917880056,11.5695517228451,5,8,0.004074512252566,7,5000000,Stainless_steel,6,0.5,2000000.0,Titanium_alloys,9,0.2,800000.0,Titanium_alloys,9,0.2,800000.0,Titanium_alloys,9,0.2,800000.0
id-batam-singapore-cable-system-bscs,15.621969074946836,9.456882121591429,2,8,0.0244257603597984,10,2000000,Stainless_steel,6,0.5,800000.0,CFRP,10,0.1,160000.0,CFRP,10,0.1,160000.0,Titanium_alloys,9,0.2,320000.0
id-moratelindo-international-cable-system-1-mic-1,15.621969074946836,9.456882121591429,2,8,0.0244257603597984,10,2000000,Stainless_steel,6,0.5,800000.0,CFRP,10,0.1,160000.0,CFRP,10,0.1,160000.0,Titanium_alloys,9,0.2,320000.0
id-sape-labuan-bajo-ende-kupang,15.521245189524771,11.78329895585242,4,8,0.0028160943728848,7,4000000,Stainless_steel,6,0.5,1600000.0,Titanium_alloys,9,0.2,640000.0,Titanium_alloys,9,0.2,640000.0,Titanium_alloys,9,0.2,640000.0
id-strategic-evolution-underwater-link-seul,15.29098471696016,8.219681764880344,2,8,0.0,1,2000000,Stainless_steel,6,0.5,800000.0,Stainless_steel,6,0.5,800000.0,Stainless_steel,6,0.5,800000.0,Titanium_alloys,9,0.2,320000.0
id-caribbean-regional-communications-infrastructure-program-carcip,15.269026716427998,7.213752244979532,9,7,0.000663225428036,5,9000000,Stainless_steel,6,0.5,3150000.0,Nickel_superalloys,8,0.3,1890000.0,Nickel_superalloys,8,0.3,1890000.0,Titanium_alloys,9,0.2,1260000.0
id-gondwana-2picot-2,15.22560831562846,6.591841026282356,7,7,0.0037673466587366,7,7000000,Stainless_steel,6,0.5,2450000.0,Titanium_alloys,9,0.2,980000.0,Titanium_alloys,9,0.2,980000.0,Titanium_alloys,9,0.2,980000.0
id-halaihai,15.154718076652392,15.154718076652392,5,7,0.01576756475961,10,5000000,Stainless_steel,6,0.5,1750000.0,CFRP,10,0.1,350000.0,CFRP,10,0.1,350000.0,Titanium_alloys,9,0.2,700000.0
id-australia-japan-cable-ajc,15.069359034337158,5.748286758488508,6,7,0.0235748212516824,10,6000000,Stainless_steel,6,0.5,2100000.0,CFRP,10,0.1,420000.0,CFRP,10,0.1,420000.0,Titanium_alloys,9,0.2,840000.0
id-link-1-phase-1,14.87206788166988,7.796310630257841,2,7,8.648259710698416e-07,3,2000000,Stainless_steel,6,0.5,700000.0,GFRP,7,0.4,560000.0,GFRP,7,0.4,560000.0,Titanium_alloys,9,0.2,280000.0
id-medloop,14.777217953329709,7.271609358421046,4,7,0.004996664174046,8,4000000,Stainless_steel,6,0.5,1400000.0,Titanium_alloys,9,0.2,560000.0,Titanium_alloys,9,0.2,560000.0,Titanium_alloys,9,0.2,560000.0
id-djibouti-africa-regional-express-1-dare-1,14.751535141255593,7.017005023434473,4,7,0.0028985363108714,7,4000000,Stainless_steel,6,0.5,1400000.0,Titanium_alloys,9,0.2,560000.0,Titanium_alloys,9,0.2,560000.0,Titanium_alloys,9,0.2,560000.0
id-dos-continentes-l-ll,14.71487032056056,3.917899178756203,4,7,0.0,1,4000000,Stainless_steel,6,0.5,1400000.0,Stainless_steel,6,0.5,1400000.0,Stainless_steel,6,0.5,1400000.0,Titanium_alloys,9,0.2,560000.0
id-pacific-crossing-1-pc-1,14.694306683948682,5.92682229573143,4,7,0.034736638390701,10,4000000,Stainless_steel,6,0.5,1400000.0,CFRP,10,0.1,280000.0,CFRP,10,0.1,280000.0,Titanium_alloys,9,0.2,560000.0
id-gtmo-1,14.423555712794917,7.888905268334307,2,7,2.882753236899472e-07,2,2000000,Stainless_steel,6,0.5,700000.0,Stainless_steel,6,0.5,700000.0,Stainless_steel,6,0.5,700000.0,Titanium_alloys,9,0.2,280000.0
id-link-2-phase-1,14.27571294315026,14.126548279186574,2,7,0.0,1,2000000,Stainless_steel,6,0.5,700000.0,Stainless_steel,6,0.5,700000.0,Stainless_steel,6,0.5,700000.0,Titanium_alloys,9,0.2,280000.0
id-batam-rengit-cable-system-brcs,14.23026455193753,8.065128136770136,2,7,0.0003543672462345,4,2000000,Stainless_steel,6,0.5,700000.0,GFRP,7,0.4,560000.0,GFRP,7,0.4,560000.0,Titanium_alloys,9,0.2,280000.0
id-tasman-ring-network,14.08178966041191,7.237464459866656,6,7,0.0032127323907498,7,6000000,Stainless_steel,6,0.5,2100000.0,Titanium_alloys,9,0.2,840000.0,Titanium_alloys,9,0.2,840000.0,Titanium_alloys,9,0.2,840000.0
id-turcyos-2,13.884580548161164,13.884580548161164,2,7,0.0,1,2000000,Stainless_steel,6,0.5,700000.0,Stainless_steel,6,0.5,700000.0,Stainless_steel,6,0.5,700000.0,Titanium_alloys,9,0.2,280000.0
id-honomoana,13.787430764850122,7.237464459866656,6,7,0.0071012654197669,8,6000000,Stainless_steel,6,0.5,2100000.0,Titanium_alloys,9,0.2,840000.0,Titanium_alloys,9,0.2,840000.0,Titanium_alloys,9,0.2,840000.0
id-carnival-submarine-network-2-csn-2,13.751910165244372,13.751910165244372,2,7,0.0003749741272896,4,2000000,Stainless_steel,6,0.5,700000.0,GFRP,7,0.4,560000.0,GFRP,7,0.4,560000.0,Titanium_alloys,9,0.2,280000.0
id-new-cam-ring,13.693029840688352,4.594933898686102,6,7,0.0092506590454358,9,6000000,Stainless_steel,6,0.5,2100000.0,CFRP,10,0.1,420000.0,CFRP,10,0.1,420000.0,Titanium_alloys,9,0.2,840000.0
id-american-1,13.464751880949226,12.122865758904574,5,7,4.6124051790391554e-07,3,5000000,Stainless_steel,6,0.5,1750000.0,GFRP,7,0.4,1400000.0,GFRP,7,0.4,1400000.0,Titanium_alloys,9,0.2,700000.0
id-i2i-cable-network-i2icn,13.376624801415453,11.364969505366393,2,7,0.0180988136701696,10,2000000,Stainless_steel,6,0.5,700000.0,CFRP,10,0.1,140000.0,CFRP,10,0.1,140000.0,Titanium_alloys,9,0.2,280000.0
id-trans-adriatic-express-tae,13.316367522864226,13.241728333493413,2,7,0.0003749020584587,4,2000000,Stainless_steel,6,0.5,700000.0,GFRP,7,0.4,560000.0,GFRP,7,0.4,560000.0,Titanium_alloys,9,0.2,280000.0
id-kumul-domestic-submarine-cable-system,13.3108238420775,4.358043321672424,15,7,0.0014748934294174,6,15000000,Stainless_steel,6,0.5,5250000.0,Nickel_superalloys,8,0.3,3150000.0,Nickel_superalloys,8,0.3,3150000.0,Titanium_alloys,9,0.2,2100000.0
id-senegal-horn-of-africa-regional-express-share-cable,13.243474389371832,10.991946819391702,2,7,0.0233117443943421,10,2000000,Stainless_steel,6,0.5,700000.0,CFRP,10,0.1,140000.0,CFRP,10,0.1,140000.0,Titanium_alloys,9,0.2,280000.0
id-hokkaido-akita-cable,13.2321778758906,13.2321778758906,2,7,0.0003731627973391,4,2000000,Stainless_steel,6,0.5,700000.0,GFRP,7,0.4,560000.0,GFRP,7,0.4,560000.0,Titanium_alloys,9,0.2,280000.0
