cable_key,risk_score,max_lp_risk,landing_points,risk_tier,importance_score,importance_tier,base_cost,baseline_material,baseline_reliability_tier,baseline_failure_factor,baseline_expected_cost,importance_material,importance_reliability_tier,importance_failure_factor,importance_expected_cost,sensitivity_material,sensitivity_reliability_tier,sensitivity_failure_factor,sensitivity_expected_cost,combined_material,combined_reliability_tier,combined_failure_factor,combined_expected_cost
id-jeju-udo,5.696761191081666,2.94365069621261,2,5,8.648259710698416e-07,3,2000000,Stainless_steel,6,0.5,500000.0,GFRP,7,0.4,400000.0,GFRP,7,0.4,400000.0,Nickel_superalloys,8,0.3,300000.0
id-izu-islands-cable-system,5.641596486911327,3.136627308490461,4,5,0.0020399202707328,6,4000000,Stainless_steel,6,0.5,1000000.0,Nickel_superalloys,8,0.3,600000.0,Nickel_superalloys,8,0.3,600000.0,Nickel_superalloys,8,0.3,600000.0
id-cross-straits-cable-network-cscn,5.629337252160744,1.647928469442563,4,5,0.0,1,4000000,Stainless_steel,6,0.5,1000000.0,Stainless_steel,6,0.5,1000000.0,Stainless_steel,6,0.5,1000000.0,Nickel_superalloys,8,0.3,600000.0
id-qatar-u-a-e-submarine-cable-system,5.621640832264956,5.544909655469345,4,5,0.0009145894988218,5,4000000,Stainless_steel,6,0.5,1000000.0,Nickel_superalloys,8,0.3,600000.0,Nickel_superalloys,8,0.3,600000.0,Nickel_superalloys,8,0.3,600000.0
id-tata-tgn-western-europe,5.540879793904145,4.809262009603997,3,5,0.0226091453616788,10,3000000,Stainless_steel,6,0.5,750000.0,CFRP,10,0.1,150000.0,CFRP,10,0.1,150000.0,Nickel_superalloys,8,0.3,450000.0
id-vancouver-bowen-island-vancouver-island,5.496994802929208,1.869029059034047,4,5,0.0,1,4000000,Stainless_steel,6,0.5,1000000.0,Stainless_steel,6,0.5,1000000.0,Stainless_steel,6,0.5,1000000.0,Nickel_superalloys,8,0.3,600000.0
id-hawaiki,5.467009188378081,3.23323754082336,6,5,0.0054064051061375,8,6000000,Stainless_steel,6,0.5,1500000.0,Titanium_alloys,9,0.2,600000.0,Titanium_alloys,9,0.2,600000.0,Nickel_superalloys,8,0.3,900000.0
id-skagerrak-4,5.396129134198837,5.396129134198837,2,5,0.0208280362742605,10,2000000,Stainless_steel,6,0.5,500000.0,CFRP,10,0.1,100000.0,CFRP,10,0.1,100000.0,Nickel_superalloys,8,0.3,300000.0
id-geo-eirgrid,5.346735238356807,2.8595887742857804,2,5,0.0,1,2000000,Stainless_steel,6,0.5,500000.0,Stainless_steel,6,0.5,500000.0,Stainless_steel,6,0.5,500000.0,Nickel_superalloys,8,0.3,300000.0
id-eclink,5.314805529785717,5.314805529785717,2,5,0.0045980634816855,8,2000000,Stainless_steel,6,0.5,500000.0,Titanium_alloys,9,0.2,200000.0,Titanium_alloys,9,0.2,200000.0,Nickel_superalloys,8,0.3,300000.0
id-middle-east-north-africa-mena-cable-systemgulf-bridge-international,5.302759810935262,3.893569388486645,5,5,0.007627534444577,9,5000000,Stainless_steel,6,0.5,1250000.0,CFRP,10,0.1,250000.0,CFRP,10,0.1,250000.0,Nickel_superalloys,8,0.3,750000.0
id-mauritius-and-rodrigues-submarine-cable-system-mars,5.2873610100688975,5.2873610100688975,2,5,0.0011218234221394,5,2000000,Stainless_steel,6,0.5,500000.0,Nickel_superalloys,8,0.3,300000.0,Nickel_superalloys,8,0.3,300000.0,Nickel_superalloys,8,0.3,300000.0
id-atlas-offshore,5.272459102790899,3.4102875672999517,2,5,0.0079529396299582,9,2000000,Stainless_steel,6,0.5,500000.0,CFRP,10,0.1,100000.0,CFRP,10,0.1,100000.0,Nickel_superalloys,8,0.3,300000.0
id-caucasus-cable-system,5.199305553775753,5.173367239316666,2,5,5.765506473798944e-07,3,2000000,Stainless_steel,6,0.5,500000.0,GFRP,7,0.4,400000.0,GFRP,7,0.4,400000.0,Nickel_superalloys,8,0.3,300000.0
id-hokkaido-sakhalin-cable-system-hscs,5.196008321923695,5.196008321923695,2,5,0.0003731627973391,4,2000000,Stainless_steel,6,0.5,500000.0,GFRP,7,0.4,400000.0,GFRP,7,0.4,400000.0,Nickel_superalloys,8,0.3,300000.0
id-umoja,5.0723791716716615,5.0723791716716615,2,5,0.004721901756154,8,2000000,Stainless_steel,6,0.5,500000.0,Titanium_alloys,9,0.2,200000.0,Titanium_alloys,9,0.2,200000.0,Nickel_superalloys,8,0.3,300000.0
id-japan-guam-australia-north-jga-n,5.015229705272315,5.015229705272315,2,5,0.0207970706999075,10,2000000,Stainless_steel,6,0.5,500000.0,CFRP,10,0.1,100000.0,CFRP,10,0.1,100000.0,Nickel_superalloys,8,0.3,300000.0
id-unitel-north-submarine-cable-unsc,5.003346110151556,2.2581019203065837,4,5,0.0003737729801076,4,4000000,Stainless_steel,6,0.5,1000000.0,GFRP,7,0.4,800000.0,GFRP,7,0.4,800000.0,Nickel_superalloys,8,0.3,600000.0
id-canalink,4.9655987306764455,3.4102875672999517,8,5,0.0013018513617838,6,8000000,Stainless_steel,6,0.5,2000000.0,Nickel_superalloys,8,0.3,1200000.0,Nickel_superalloys,8,0.3,1200000.0,Nickel_superalloys,8,0.3,1200000.0
id-fehmarn-blt,4.962787611816157,2.615648490261035,2,5,0.0,1,2000000,Stainless_steel,6,0.5,500000.0,Stainless_steel,6,0.5,500000.0,Stainless_steel,6,0.5,500000.0,Nickel_superalloys,8,0.3,300000.0
id-cabo-verde-telecom-domestic-submarine-cable-phase-3,4.945661227024824,2.2515275699801323,8,5,0.0035140401613649,7,8000000,Stainless_steel,6,0.5,2000000.0,Titanium_alloys,9,0.2,800000.0,Titanium_alloys,9,0.2,800000.0,Nickel_superalloys,8,0.3,1200000.0
id-nelson-levin,4.86119873029595,4.860286302086246,2,5,0.0,1,2000000,Stainless_steel,6,0.5,500000.0,Stainless_steel,6,0.5,500000.0,Stainless_steel,6,0.5,500000.0,Nickel_superalloys,8,0.3,300000.0
id-poseidon,4.833084569359461,2.469702180100581,2,5,0.006323247156308,8,2000000,Stainless_steel,6,0.5,500000.0,Titanium_alloys,9,0.2,200000.0,Titanium_alloys,9,0.2,200000.0,Nickel_superalloys,8,0.3,300000.0
id-olisipo,4.825615470143983,4.175053799496437,2,5,0.02213137705855,10,2000000,Stainless_steel,6,0.5,500000.0,CFRP,10,0.1,100000.0,CFRP,10,0.1,100000.0,Nickel_superalloys,8,0.3,300000.0
id-epic-malta-sicily-cable-system-emscs,4.76951753850925,4.76951753850925,2,5,0.0012991127462087,5,2000000,Stainless_steel,6,0.5,500000.0,Nickel_superalloys,8,0.3,300000.0,Nickel_superalloys,8,0.3,300000.0,Nickel_superalloys,8,0.3,300000.0
id-italy-malta,4.76951753850925,4.76951753850925,2,5,0.0012991127462087,5,2000000,Stainless_steel,6,0.5,500000.0,Nickel_superalloys,8,0.3,300000.0,Nickel_superalloys,8,0.3,300000.0,Nickel_superalloys,8,0.3,300000.0
id-jeju-mainland-2,4.7614005920790055,2.94365069621261,2,5,8.648259710698416e-07,3,2000000,Stainless_steel,6,0.5,500000.0,GFRP,7,0.4,400000.0,GFRP,7,0.4,400000.0,Nickel_superalloys,8,0.3,300000.0
id-besut-perhentian-islands,4.72722640488815,2.2702904727729747,3,5,0.0,1,3000000,Stainless_steel,6,0.5,750000.0,Stainless_steel,6,0.5,750000.0,Stainless_steel,6,0.5,750000.0,Nickel_superalloys,8,0.3,450000.0
id-corse-continent-5-cc5,4.693103234804202,4.693103234804202,2,5,0.0003749741272896,4,2000000,Stainless_steel,6,0.5,500000.0,GFRP,7,0.4,400000.0,GFRP,7,0.4,400000.0,Nickel_superalloys,8,0.3,300000.0
id-vodafone-greece-domestic,4.596323307783798,4.596323307783798,2,5,0.0,1,2000000,Stainless_steel,6,0.5,500000.0,Stainless_steel,6,0.5,500000.0,Stainless_steel,6,0.5,500000.0,Nickel_superalloys,8,0.3,300000.0
id-pan-european-crossing-uk-ireland,4.578046892865578,1.8923435648898392,4,5,0.0192883938048479,10,4000000,Stainless_steel,6,0.5,1000000.0,CFRP,10,0.1,200000.0,CFRP,10,0.1,200000.0,Nickel_superalloys,8,0.3,600000.0
id-sir-abu-nuayr-cable,4.445834179024958,4.445834179024958,2,5,0.0,1,2000000,Stainless_steel,6,0.5,500000.0,Stainless_steel,6,0.5,500000.0,Stainless_steel,6,0.5,500000.0,Nickel_superalloys,8,0.3,300000.0
id-trans-caspian-fiber-optic-cable-project,4.341174299038356,4.341174299038356,2,5,0.0,1,2000000,Stainless_steel,6,0.5,500000.0,Stainless_steel,6,0.5,500000.0,Stainless_steel,6,0.5,500000.0,Nickel_superalloys,8,0.3,300000.0
id-japan-guam-australia-south-jga-s,4.314220101575936,3.0605358076042397,3,5,0.010196458351871,9,3000000,Stainless_steel,6,0.5,750000.0,CFRP,10,0.1,150000.0,CFRP,10,0.1,150000.0,Nickel_superalloys,8,0.3,450000.0
id-bahamas-internet-cable-system-bics,4.275648216177705,4.275648216177705,7,5,0.0023073350997197,6,7000000,Stainless_steel,6,0.5,1750000.0,Nickel_superalloys,8,0.3,1050000.0,Nickel_superalloys,8,0.3,1050000.0,Nickel_superalloys,8,0.3,1050000.0
id-chuuk-pohnpei-cable,4.211101193640619,4.211101193640619,2,5,0.0014942270944595,6,2000000,Stainless_steel,6,0.5,500000.0,Nickel_superalloys,8,0.3,300000.0,Nickel_superalloys,8,0.3,300000.0,Nickel_superalloys,8,0.3,300000.0
id-chi,4.200784374133254,4.200784374133254,2,5,0.0063813106110879,8,2000000,Stainless_steel,6,0.5,500000.0,Titanium_alloys,9,0.2,200000.0,Titanium_alloys,9,0.2,200000.0,Nickel_superalloys,8,0.3,300000.0
id-boracay-palawan-submarine-cable-system-bpscs,4.188543640444168,3.514542018961076,5,5,0.0005763277144629,5,5000000,Stainless_steel,6,0.5,1250000.0,Nickel_superalloys,8,0.3,750000.0,Nickel_superalloys,8,0.3,750000.0,Nickel_superalloys,8,0.3,750000.0
id-columbus-iii-azores-portugal,4.175053799496437,4.175053799496437,2,5,0.0127538768706906,10,2000000,Stainless_steel,6,0.5,500000.0,CFRP,10,0.1,100000.0,CFRP,10,0.1,100000.0,Nickel_superalloys,8,0.3,300000.0
id-polar-express,4.158824943952346,3.1615061828416504,10,5,1.0954462300217994e-06,3,10000000,Stainless_steel,6,0.5,2500000.0,GFRP,7,0.4,2000000.0,GFRP,7,0.4,2000000.0,Nickel_superalloys,8,0.3,1500000.0
id-exelera-north,4.103077455955458,2.469702180100581,2,5,0.0049891810271019,8,2000000,Stainless_steel,6,0.5,500000.0,Titanium_alloys,9,0.2,200000.0,Titanium_alloys,9,0.2,200000.0,Nickel_superalloys,8,0.3,300000.0
id-fibra-optica-al-pacfico,4.058133855448697,4.058133855448697,2,5,0.0008193265158141,5,2000000,Stainless_steel,6,0.5,500000.0,Nickel_superalloys,8,0.3,300000.0,Nickel_superalloys,8,0.3,300000.0,Nickel_superalloys,8,0.3,300000.0
id-projeto-amaznia-conectada-pac-01,4.055551262561085,3.292961787211826,6,5,0.0001120430091408,4,6000000,Stainless_steel,6,0.5,1500000.0,GFRP,7,0.4,1200000.0,GFRP,7,0.4,1200000.0,Nickel_superalloys,8,0.3,900000.0
id-saudi-vision,3.893569388486645,3.893569388486645,4,5,0.0016179092197943,6,4000000,Stainless_steel,6,0.5,1000000.0,Nickel_superalloys,8,0.3,600000.0,Nickel_superalloys,8,0.3,600000.0,Nickel_superalloys,8,0.3,600000.0
id-saudi-arabia-sudan-2-sas-2,3.893569388486645,3.893569388486645,2,5,0.0028055675189814,7,2000000,Stainless_steel,6,0.5,500000.0,Titanium_alloys,9,0.2,200000.0,Titanium_alloys,9,0.2,200000.0,Nickel_superalloys,8,0.3,300000.0
id-saudi-arabia-sudan-1-sas-1,3.893569388486645,3.893569388486645,2,5,0.0028055675189814,7,2000000,Stainless_steel,6,0.5,500000.0,Titanium_alloys,9,0.2,200000.0,Titanium_alloys,9,0.2,200000.0,Nickel_superalloys,8,0.3,300000.0
id-smpcs-packet-2,3.816588010225351,2.1451067944403963,11,5,0.0025386747990358,7,11000000,Stainless_steel,6,0.5,2750000.0,Titanium_alloys,9,0.2,1100000.0,Titanium_alloys,9,0.2,1100000.0,Nickel_superalloys,8,0.3,1650000.0
id-damai-cable-system,3.760939257719716,3.651580437724057,3,5,0.005494668604133,8,3000000,Stainless_steel,6,0.5,750000.0,Titanium_alloys,9,0.2,300000.0,Titanium_alloys,9,0.2,300000.0,Nickel_superalloys,8,0.3,450000.0
id-celtixconnect-1-cc-1,3.757297250269726,3.757297250269726,2,5,0.0029905682079595,7,2000000,Stainless_steel,6,0.5,500000.0,Titanium_alloys,9,0.2,200000.0,Titanium_alloys,9,0.2,200000.0,Nickel_superalloys,8,0.3,300000.0
id-pishgaman-oman-iran-poi-network,3.749456433236988,3.749456433236988,3,5,0.0010053121454814,5,3000000,Stainless_steel,6,0.5,750000.0,Nickel_superalloys,8,0.3,450000.0,Nickel_superalloys,8,0.3,450000.0,Nickel_superalloys,8,0.3,450000.0
id-whidbey-island-camano-island,3.721829066650315,1.9489981778434025,2,5,0.0,1,2000000,Stainless_steel,6,0.5,500000.0,Stainless_steel,6,0.5,500000.0,Stainless_steel,6,0.5,500000.0,Nickel_superalloys,8,0.3,300000.0
id-crosschannel-fibre,3.717165011452399,3.586149453717881,2,5,0.0,1,2000000,Stainless_steel,6,0.5,500000.0,Stainless_steel,6,0.5,500000.0,Stainless_steel,6,0.5,500000.0,Nickel_superalloys,8,0.3,300000.0
id-sagres,3.7025760157704672,3.7025760157704672,2,5,0.0040903385678366,7,2000000,Stainless_steel,6,0.5,500000.0,Titanium_alloys,9,0.2,200000.0,Titanium_alloys,9,0.2,200000.0,Nickel_superalloys,8,0.3,300000.0
id-fos-quellon-chacabuco,3.686601118381352,3.033350142251065,2,5,0.0,1,2000000,Stainless_steel,6,0.5,500000.0,Stainless_steel,6,0.5,500000.0,Stainless_steel,6,0.5,500000.0,Nickel_superalloys,8,0.3,300000.0
id-rompin-tioman-island,3.6694800691309215,3.6694800691309215,2,5,0.0,1,2000000,Stainless_steel,6,0.5,500000.0,Stainless_steel,6,0.5,500000.0,Stainless_steel,6,0.5,500000.0,Nickel_superalloys,8,0.3,300000.0
id-sovetskaya-gavan-uglegorsk,3.608343016648838,3.608343016648838,2,5,2.882753236899472e-07,2,2000000,Stainless_steel,6,0.5,500000.0,Stainless_steel,6,0.5,500000.0,Stainless_steel,6,0.5,500000.0,Nickel_superalloys,8,0.3,300000.0
id-chennai-andaman-nicobar-islands-cable-cani,3.561787464891742,2.01165529604906,9,5,0.0010244290701875,5,9000000,Stainless_steel,6,0.5,2250000.0,Nickel_superalloys,8,0.3,1350000.0,Nickel_superalloys,8,0.3,1350000.0,Nickel_superalloys,8,0.3,1350000.0
id-emerald-bridge-fibres,3.416904219294089,3.416904219294089,2,5,0.0003749741272896,4,2000000,Stainless_steel,6,0.5,500000.0,GFRP,7,0.4,400000.0,GFRP,7,0.4,400000.0,Nickel_superalloys,8,0.3,300000.0
id-jalapati,3.3141206733583823,2.029730059345904,2,5,0.0,1,2000000,Stainless_steel,6,0.5,500000.0,Stainless_steel,6,0.5,500000.0,Stainless_steel,6,0.5,500000.0,Nickel_superalloys,8,0.3,300000.0
id-java-bali-cable-system-jbcs,3.3141206733583823,2.029730059345904,2,5,0.0,1,2000000,Stainless_steel,6,0.5,500000.0,Stainless_steel,6,0.5,500000.0,Stainless_steel,6,0.5,500000.0,Nickel_superalloys,8,0.3,300000.0
id-pipe-pacific-cable-1-ppc-1,3.23323754082336,3.23323754082336,3,5,0.0158739159326376,10,3000000,Stainless_steel,6,0.5,750000.0,CFRP,10,0.1,150000.0,CFRP,10,0.1,150000.0,Nickel_superalloys,8,0.3,450000.0
id-tasman-global-access-tga-cable,3.1941912932341805,3.1941912932341805,2,5,0.0006258457277308,5,2000000,Stainless_steel,6,0.5,500000.0,Nickel_superalloys,8,0.3,300000.0,Nickel_superalloys,8,0.3,300000.0,Nickel_superalloys,8,0.3,300000.0
id-telstra-endeavour,3.150830243881511,3.150830243881511,2,5,9.743705940720216e-05,4,2000000,Stainless_steel,6,0.5,500000.0,GFRP,7,0.4,400000.0,GFRP,7,0.4,400000.0,Nickel_superalloys,8,0.3,300000.0
id-indigo-central,3.1404662098004854,3.1404662098004854,2,5,0.0037072206626527,7,2000000,Stainless_steel,6,0.5,500000.0,Titanium_alloys,9,0.2,200000.0,Titanium_alloys,9,0.2,200000.0,Nickel_superalloys,8,0.3,300000.0
id-gulf-of-california-cable,3.136819980142258,1.9954650193759016,2,4,0.0,1,2000000,Stainless_steel,6,0.5,400000.0,Stainless_steel,6,0.5,400000.0,Stainless_steel,6,0.5,400000.0,GFRP,7,0.4,320000.0
id-bangladesh-private-cable-system-bpcs,3.1351570473509813,3.1351570473509813,1,4,0.0,1,1000000,Stainless_steel,6,0.5,200000.0,Stainless_steel,6,0.5,200000.0,Stainless_steel,6,0.5,200000.0,GFRP,7,0.4,160000.0
id-australia-connect-interlink,3.070113753263156,3.070113753263156,3,4,0.0025715888525085,7,3000000,Stainless_steel,6,0.5,600000.0,Titanium_alloys,9,0.2,240000.0,Titanium_alloys,9,0.2,240000.0,GFRP,7,0.4,480000.0
id-proa,2.9760507387329587,2.9760507387329587,3,4,0.0417364565210024,10,3000000,Stainless_steel,6,0.5,600000.0,CFRP,10,0.1,120000.0,CFRP,10,0.1,120000.0,GFRP,7,0.4,480000.0
id-ugarit,2.955016025650405,2.3633823892588803,2,4,0.0022177741339776,6,2000000,Stainless_steel,6,0.5,400000.0,Nickel_superalloys,8,0.3,240000.0,Nickel_superalloys,8,0.3,240000.0,GFRP,7,0.4,320000.0
id-jeju-mainland-3,2.94365069621261,2.94365069621261,2,4,8.648259710698416e-07,3,2000000,Stainless_steel,6,0.5,400000.0,GFRP,7,0.4,320000.0,GFRP,7,0.4,320000.0,GFRP,7,0.4,320000.0
id-fish-south,2.86911544679926,1.6872092047513414,6,4,0.0024972906924161,7,6000000,Stainless_steel,6,0.5,1200000.0,Titanium_alloys,9,0.2,480000.0,Titanium_alloys,9,0.2,480000.0,GFRP,7,0.4,960000.0
id-zeus,2.8237858038954027,2.8237858038954027,2,4,0.001498743407864,6,2000000,Stainless_steel,6,0.5,400000.0,Nickel_superalloys,8,0.3,240000.0,Nickel_superalloys,8,0.3,240000.0,GFRP,7,0.4,320000.0
id-concerto,2.8237858038954027,2.8237858038954027,2,4,0.0003749741272896,4,2000000,Stainless_steel,6,0.5,400000.0,GFRP,7,0.4,320000.0,GFRP,7,0.4,320000.0,GFRP,7,0.4,320000.0
id-circe-north,2.8237858038954027,2.8237858038954027,2,4,0.001498743407864,6,2000000,Stainless_steel,6,0.5,400000.0,Nickel_superalloys,8,0.3,240000.0,Nickel_superalloys,8,0.3,240000.0,GFRP,7,0.4,320000.0
id-ultramar-ge,2.79942751348581,2.79942751348581,2,4,0.0003747098749096,4,2000000,Stainless_steel,6,0.5,400000.0,GFRP,7,0.4,320000.0,GFRP,7,0.4,320000.0,GFRP,7,0.4,320000.0
id-manatua,2.788272081003455,2.366229629167839,6,4,0.0023384894257728,7,6000000,Stainless_steel,6,0.5,1200000.0,Titanium_alloys,9,0.2,480000.0,Titanium_alloys,9,0.2,480000.0,GFRP,7,0.4,960000.0
id-cyclades-a,2.7245904346895484,2.7245904346895484,5,4,4.15116466113524e-06,3,5000000,Stainless_steel,6,0.5,1000000.0,GFRP,7,0.4,800000.0,GFRP,7,0.4,800000.0,GFRP,7,0.4,800000.0
id-norte-conectado-infovia-01,2.6442020619958546,1.5755290909955662,11,4,4.601922439995885e-05,3,11000000,Stainless_steel,6,0.5,2200000.0,GFRP,7,0.4,1760000.0,GFRP,7,0.4,1760000.0,GFRP,7,0.4,1760000.0
id-nigeria-cameroon-submarine-cable-system-ncscs,2.634136346941463,2.634136346941463,2,4,0.0038832607936527,7,2000000,Stainless_steel,6,0.5,400000.0,Titanium_alloys,9,0.2,160000.0,Titanium_alloys,9,0.2,160000.0,GFRP,7,0.4,320000.0
id-beaufort,2.621367156285164,1.9363041433743624,3,4,0.0217269748253003,10,3000000,Stainless_steel,6,0.5,600000.0,CFRP,10,0.1,120000.0,CFRP,10,0.1,120000.0,GFRP,7,0.4,480000.0
id-timor-leste-south-submarine-cable-tlssc,2.60143241839458,2.60143241839458,1,4,0.0004756542840884,4,1000000,Stainless_steel,6,0.5,200000.0,GFRP,7,0.4,160000.0,GFRP,7,0.4,160000.0,GFRP,7,0.4,160000.0
id-ceiba-1,2.584947524803644,1.8314982089432557,2,4,0.0020776723266643,6,2000000,Stainless_steel,6,0.5,400000.0,Nickel_superalloys,8,0.3,240000.0,Nickel_superalloys,8,0.3,240000.0,GFRP,7,0.4,320000.0
id-ceiba-2,2.584947524803644,1.8314982089432557,3,4,0.0025636965147577,7,3000000,Stainless_steel,6,0.5,600000.0,Titanium_alloys,9,0.2,240000.0,Titanium_alloys,9,0.2,240000.0,GFRP,7,0.4,480000.0
id-romsar-2,2.5257843538771247,2.5257843538771247,4,4,0.0005615963649634,5,4000000,Stainless_steel,6,0.5,800000.0,Nickel_superalloys,8,0.3,480000.0,Nickel_superalloys,8,0.3,480000.0,GFRP,7,0.4,640000.0
id-arsat-submarine-fiber-optic-cable,2.5152801232004665,1.7865200597369744,2,4,0.0,1,2000000,Stainless_steel,6,0.5,400000.0,Stainless_steel,6,0.5,400000.0,Stainless_steel,6,0.5,400000.0,GFRP,7,0.4,320000.0
id-globalconnect-3-gc3,2.4755863275523837,1.296104958448708,2,4,0.0,1,2000000,Stainless_steel,6,0.5,400000.0,Stainless_steel,6,0.5,400000.0,Stainless_steel,6,0.5,400000.0,GFRP,7,0.4,320000.0
id-aletar,2.415157176290313,1.823523539898788,2,4,0.0014988875455258,6,2000000,Stainless_steel,6,0.5,400000.0,Nickel_superalloys,8,0.3,240000.0,Nickel_superalloys,8,0.3,240000.0,GFRP,7,0.4,320000.0
id-italy-libya,2.4035958503967567,2.4035958503967567,2,4,0.0159591381259682,10,2000000,Stainless_steel,6,0.5,400000.0,CFRP,10,0.1,80000.0,CFRP,10,0.1,80000.0,GFRP,7,0.4,320000.0
id-samoa-american-samoa-sas,2.366229629167839,2.366229629167839,2,4,0.005729183783014,8,2000000,Stainless_steel,6,0.5,400000.0,Titanium_alloys,9,0.2,160000.0,Titanium_alloys,9,0.2,160000.0,GFRP,7,0.4,320000.0
id-exa-express,2.3554795996947773,1.745433689649869,3,4,0.0004995811359546,4,3000000,Stainless_steel,6,0.5,600000.0,GFRP,7,0.4,480000.0,GFRP,7,0.4,480000.0,GFRP,7,0.4,480000.0
id-aec-1,2.343849734704605,2.343849734704605,2,4,0.0003749741272896,4,2000000,Stainless_steel,6,0.5,400000.0,GFRP,7,0.4,320000.0,GFRP,7,0.4,320000.0,GFRP,7,0.4,320000.0
id-muroran-hachinohe,2.2897535973759946,2.2897535973759946,2,4,0.0,1,2000000,Stainless_steel,6,0.5,400000.0,Stainless_steel,6,0.5,400000.0,Stainless_steel,6,0.5,400000.0,GFRP,7,0.4,320000.0
id-lake-albert-2,2.266806531708954,1.2171493216236775,2,4,0.0,1,2000000,Stainless_steel,6,0.5,400000.0,Stainless_steel,6,0.5,400000.0,Stainless_steel,6,0.5,400000.0,GFRP,7,0.4,320000.0
id-cabo-verde-telecom-domestic-submarine-cable-phase-1,2.2515275699801323,2.2515275699801323,5,4,0.0056224642581839,8,5000000,Stainless_steel,6,0.5,1000000.0,Titanium_alloys,9,0.2,400000.0,Titanium_alloys,9,0.2,400000.0,GFRP,7,0.4,800000.0
id-labuan-brunei-submarine-cable,2.1822784982576806,2.1822784982576806,2,4,0.0004464423846211,4,2000000,Stainless_steel,6,0.5,400000.0,GFRP,7,0.4,320000.0,GFRP,7,0.4,320000.0,GFRP,7,0.4,320000.0
id-cross-sound-cable,2.1774240388665165,2.1774240388665165,2,4,0.0,1,2000000,Stainless_steel,6,0.5,400000.0,Stainless_steel,6,0.5,400000.0,Stainless_steel,6,0.5,400000.0,GFRP,7,0.4,320000.0
id-x-link-submarine-cable,2.1593215288308727,2.1593215288308727,2,4,0.0005706410032442,5,2000000,Stainless_steel,6,0.5,400000.0,Nickel_superalloys,8,0.3,240000.0,Nickel_superalloys,8,0.3,240000.0,GFRP,7,0.4,320000.0
id-ulysses-2,2.127818673322033,2.127818673322033,2,4,0.0011237692805743,5,2000000,Stainless_steel,6,0.5,400000.0,Nickel_superalloys,8,0.3,240000.0,Nickel_superalloys,8,0.3,240000.0,GFRP,7,0.4,320000.0
id-scylla,2.127818673322033,2.127818673322033,2,4,0.0011237692805743,5,2000000,Stainless_steel,6,0.5,400000.0,Nickel_superalloys,8,0.3,240000.0,Nickel_superalloys,8,0.3,240000.0,GFRP,7,0.4,320000.0
id-lake-albert-1,2.0977516893976222,1.1347053591269116,2,4,0.0,1,2000000,Stainless_steel,6,0.5,400000.0,Stainless_steel,6,0.5,400000.0,Stainless_steel,6,0.5,400000.0,GFRP,7,0.4,320000.0
id-no-uk,1.974169454244944,1.974169454244944,2,4,0.0022224586079876,6,2000000,Stainless_steel,6,0.5,400000.0,Nickel_superalloys,8,0.3,240000.0,Nickel_superalloys,8,0.3,240000.0,GFRP,7,0.4,320000.0
id-havhingstennorth-sea-connect-nsc,1.974169454244944,1.974169454244944,2,4,0.0003749741272896,4,2000000,Stainless_steel,6,0.5,400000.0,GFRP,7,0.4,320000.0,GFRP,7,0.4,320000.0,GFRP,7,0.4,320000.0
id-solas,1.9363041433743624,1.9363041433743624,2,4,0.0003749741272896,4,2000000,Stainless_steel,6,0.5,400000.0,GFRP,7,0.4,320000.0,GFRP,7,0.4,320000.0,GFRP,7,0.4,320000.0
id-germany-denmark-3,1.838520019095655,1.518467147112292,2,4,3.7764067403383086e-05,3,2000000,Stainless_steel,6,0.5,400000.0,GFRP,7,0.4,320000.0,GFRP,7,0.4,320000.0,GFRP,7,0.4,320000.0
id-taihei,1.8104061058305516,1.8104061058305516,2,4,0.0065245354010745,8,2000000,Stainless_steel,6,0.5,400000.0,Titanium_alloys,9,0.2,160000.0,Titanium_alloys,9,0.2,160000.0,GFRP,7,0.4,320000.0
id-mishima-village,1.7580183368197435,1.716457287988808,4,4,0.0,1,4000000,Stainless_steel,6,0.5,800000.0,Stainless_steel,6,0.5,800000.0,Stainless_steel,6,0.5,800000.0,GFRP,7,0.4,640000.0
id-biznet-nusantara-cable-system-1-bncs-1,1.714698506047145,0.9233938777754804,4,4,0.0021333911421449,6,4000000,Stainless_steel,6,0.5,800000.0,Nickel_superalloys,8,0.3,480000.0,Nickel_superalloys,8,0.3,480000.0,GFRP,7,0.4,640000.0
id-patara-2,1.5617538958712245,1.4509704993118295,3,4,0.0008382405801073,5,3000000,Stainless_steel,6,0.5,600000.0,Nickel_superalloys,8,0.3,360000.0,Nickel_superalloys,8,0.3,360000.0,GFRP,7,0.4,480000.0
id-pencan-8,1.5553111633764942,1.5553111633764942,2,4,0.0001134843857592,4,2000000,Stainless_steel,6,0.5,400000.0,GFRP,7,0.4,320000.0,GFRP,7,0.4,320000.0,GFRP,7,0.4,320000.0
id-globalconnect-kpn,1.5519973109482832,1.518467147112292,2,4,8.24467425753249e-05,4,2000000,Stainless_steel,6,0.5,400000.0,GFRP,7,0.4,320000.0,GFRP,7,0.4,320000.0,GFRP,7,0.4,320000.0
id-elektra-globalconnect-1-gc1,1.5519973109482832,1.518467147112292,2,4,8.24467425753249e-05,4,2000000,Stainless_steel,6,0.5,400000.0,GFRP,7,0.4,320000.0,GFRP,7,0.4,320000.0,GFRP,7,0.4,320000.0
